ComponentName,Project,CBO,CYCLO,DIT,ELOC,FanIn,FanOut,LCOM,LOC,LOCNAMM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,NMNOPARAM,CDSBP,CC,LC,LZC,RB,SC
org.elasticsearch.search.facet.terms.bytes.TermsByteOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.doubles.InternalDoubleTermsFacet,elasticsearch-v0.19.0,17,53,2,201,25,48,135,201,198,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.doubles.TermsDoubleFacetCollector,elasticsearch-v0.19.0,25,21,2,166,1,43,0,166,166,9,0,5,5,0,0.4,0,17.4,21,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.doubles.TermsDoubleOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.floats.InternalFloatTermsFacet,elasticsearch-v0.19.0,17,53,2,201,23,48,135,201,198,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.floats.TermsFloatFacetCollector,elasticsearch-v0.19.0,25,21,2,166,1,43,0,166,166,9,0,5,5,0,0.4,0,17.4,21,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.floats.TermsFloatOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.index.IndexNameFacetCollector,elasticsearch-v0.19.0,7,7,2,22,1,1,2,22,22,4,0,4,4,0,0.25,0,3.5,7,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.ints.InternalIntTermsFacet,elasticsearch-v0.19.0,17,53,2,198,24,48,135,198,195,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.ints.TermsIntFacetCollector,elasticsearch-v0.19.0,25,21,2,166,1,43,0,166,166,9,0,5,5,0,0.4,0,17.4,21,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.ints.TermsIntOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.ip.InternalIpTermsFacet,elasticsearch-v0.19.0,18,53,2,201,23,49,135,201,198,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.ip.TermsIpFacetCollector,elasticsearch-v0.19.0,22,20,2,153,1,42,0,153,153,9,0,5,5,0,0.4,0,17.4,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.ip.TermsIpOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.longs.InternalLongTermsFacet,elasticsearch-v0.19.0,17,53,2,201,26,48,135,201,198,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.longs.TermsLongFacetCollector,elasticsearch-v0.19.0,24,23,2,172,1,43,1,172,172,10,0,6,6,0,0.333333333,0,15,23,0,2,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.longs.TermsLongOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.shorts.InternalShortTermsFacet,elasticsearch-v0.19.0,17,53,2,198,24,48,135,198,195,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.shorts.TermsShortFacetCollector,elasticsearch-v0.19.0,25,21,2,166,1,43,0,166,166,9,0,5,5,0,0.4,0,17.4,21,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.shorts.TermsShortOrdinalsFacetCollector,elasticsearch-v0.19.0,21,18,2,171,1,34,0,171,171,13,0,4,4,0,0.25,0,31,18,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.strings.FieldsTermsStringFacetCollector,elasticsearch-v0.19.0,23,22,2,171,1,38,0,171,171,9,0,5,5,0,0.4,0,19,22,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.strings.InternalStringTermsFacet,elasticsearch-v0.19.0,17,53,2,197,52,49,135,197,194,8,0,23,22,0,0.47826087,0,6.136363636,53,0,16,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.strings.ScriptTermsStringFieldFacetCollector,elasticsearch-v0.19.0,18,20,2,114,1,30,0,114,114,9,0,6,6,0,0.333333333,0,16.83333333,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.strings.TermsStringFacetCollector,elasticsearch-v0.19.0,27,23,2,169,4,43,1,169,169,10,0,6,6,0,0.333333333,0,15,23,0,2,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.strings.TermsStringOrdinalsFacetCollector,elasticsearch-v0.19.0,22,17,2,178,1,35,0,178,178,14,0,4,4,0,0.25,0,32.5,17,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.terms.support.EntryPriorityQueue,elasticsearch-v0.19.0,3,3,2,11,54,2,0,11,11,2,0,2,2,1,1,0,3.5,3,0,0,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.InternalTermsStatsFacet,elasticsearch-v0.19.0,6,2,1,8,10,1,1,8,8,0,3,2,2,0,0.5,0,3,2,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.TermsStatsFacet,elasticsearch-v0.19.0,4,21,1,103,64,2,24,103,103,4,0,9,9,2,0,0,10.22222222,21,0,6,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.TermsStatsFacetBuilder,elasticsearch-v0.19.0,6,24,2,105,2,8,27,105,105,7,0,10,10,0,0,0,9.4,24,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.TermsStatsFacetProcessor,elasticsearch-v0.19.0,17,13,2,93,1,14,6,93,93,0,0,4,4,0,0.25,0,22.75,13,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.doubles.InternalTermsStatsDoubleFacet,elasticsearch-v0.19.0,11,49,2,255,14,51,84,255,252,7,0,20,19,0,0.4,0,8.315789474,49,0,13,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.doubles.TermsStatsDoubleFacetCollector,elasticsearch-v0.19.0,21,20,2,144,2,30,0,144,144,11,0,5,5,0,0.4,0,14.6,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.longs.InternalTermsStatsLongFacet,elasticsearch-v0.19.0,11,49,2,255,14,53,84,255,252,7,0,20,19,0,0.4,0,8.315789474,49,0,13,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.longs.TermsStatsLongFacetCollector,elasticsearch-v0.19.0,21,20,2,144,4,30,0,144,144,11,0,5,5,0,0.4,0,14.6,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.strings.InternalTermsStatsStringFacet,elasticsearch-v0.19.0,11,49,2,254,14,55,84,254,251,7,0,20,19,0,0.4,0,8.315789474,49,0,13,0,0,0,0,0,0
org.elasticsearch.search.facet.termsstats.strings.TermsStatsStringFacetCollector,elasticsearch-v0.19.0,22,20,2,144,1,30,0,144,144,11,0,5,5,0,0.4,0,14.6,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.FetchPhase,elasticsearch-v0.19.0,38,24,1,202,76,75,15,202,202,1,0,7,7,0,0,0,28.14285714,24,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.FetchPhaseExecutionException,elasticsearch-v0.19.0,2,2,2,10,6,0,1,10,10,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.search.fetch.FetchSearchRequest,elasticsearch-v0.19.0,5,15,1,43,42,6,0,43,43,3,0,8,8,0,0,0,4.5,15,0,4,0,0,0,0,0,0
org.elasticsearch.search.fetch.FetchSearchResult,elasticsearch-v0.19.0,7,23,1,52,147,9,48,52,52,4,0,13,13,0,0.076923077,0,3.384615385,23,0,7,0,0,0,0,0,0
org.elasticsearch.search.fetch.FetchSearchResultProvider,elasticsearch-v0.19.0,1,1,1,5,7,0,0,5,5,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.FetchSubPhase,elasticsearch-v0.19.0,8,7,1,53,30,0,10,53,53,0,0,5,5,0,0,0,1.6,7,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.FieldsParseElement,elasticsearch-v0.19.0,5,5,1,34,7,11,0,34,34,0,0,1,1,0,0,0,30,5,0,0,0,0,0,0,0,0
org.elasticsearch.search.fetch.QueryFetchSearchResult,elasticsearch-v0.19.0,9,20,1,44,78,7,5,44,44,2,0,11,11,0,0.454545455,0,3.454545455,20,0,6,0,0,0,0,0,0
org.elasticsearch.search.fetch.ScrollQueryFetchSearchResult,elasticsearch-v0.19.0,7,10,1,27,16,4,0,27,27,2,0,6,6,0,0.166666667,0,3.5,10,0,3,0,0,0,0,0,0
org.elasticsearch.search.fetch.explain.ExplainFetchSubPhase,elasticsearch-v0.19.0,9,11,1,23,2,10,10,23,23,0,0,5,5,0,0.4,0,3.8,11,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.explain.ExplainParseElement,elasticsearch-v0.19.0,3,3,1,10,1,4,0,10,10,0,0,1,1,0,0,0,6,3,0,0,0,0,0,0,0,0
org.elasticsearch.search.fetch.matchedfilters.MatchedFiltersFetchSubPhase,elasticsearch-v0.19.0,14,13,1,34,2,20,10,34,34,0,0,5,5,0,0.2,0,6,13,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.partial.PartialFieldsContext,elasticsearch-v0.19.0,2,4,1,32,6,1,1,32,32,1,0,3,3,0,0.333333333,0,2.666666667,4,0,2,0,0,0,0,0,0
org.elasticsearch.search.fetch.partial.PartialFieldsFetchSubPhase,elasticsearch-v0.19.0,12,13,1,33,2,18,15,33,33,0,0,6,6,0,0.166666667,0,4.833333333,13,0,2,0,0,0,0,0,0
org.elasticsearch.search.fetch.partial.PartialFieldsParseElement,elasticsearch-v0.19.0,6,5,1,58,2,9,0,58,58,0,0,1,1,0,0,0,53,5,0,0,0,0,0,0,0,0
org.elasticsearch.search.fetch.script.ScriptFieldsContext,elasticsearch-v0.19.0,3,4,1,32,7,1,1,32,32,1,0,3,3,0,0.333333333,0,2.666666667,4,0,2,0,0,0,0,0,0
org.elasticsearch.search.fetch.script.ScriptFieldsFetchSubPhase,elasticsearch-v0.19.0,12,14,1,45,2,21,15,45,45,0,0,6,6,0,0.166666667,0,6.833333333,14,0,2,0,0,0,0,0,0
org.elasticsearch.search.fetch.script.ScriptFieldsParseElement,elasticsearch-v0.19.0,5,5,1,42,2,12,0,42,42,0,0,1,1,0,0,0,37,5,0,0,0,0,0,0,0,0
org.elasticsearch.search.fetch.version.VersionFetchSubPhase,elasticsearch-v0.19.0,9,11,1,22,2,9,10,22,22,0,0,5,5,0,0.4,0,3.6,11,0,1,0,0,0,0,0,0
org.elasticsearch.search.fetch.version.VersionParseElement,elasticsearch-v0.19.0,3,3,1,10,1,4,0,10,10,0,0,1,1,0,0,0,6,3,0,0,0,0,0,0,0,0
org.elasticsearch.search.highlight.HighlightBuilder,elasticsearch-v0.19.0,5,30,1,169,7,22,15,169,169,6,0,10,10,0,0,0,12.4,30,0,0,0,0,0,0,0,0
org.elasticsearch.search.highlight.HighlightField,elasticsearch-v0.19.0,6,29,1,73,40,10,0,73,73,2,0,10,10,0,0.4,0,6.6,29,0,6,0,0,0,0,0,0
org.elasticsearch.search.highlight.HighlightPhase,elasticsearch-v0.19.0,31,20,1,242,2,68,15,242,242,0,0,6,6,0,0.333333333,0,37.66666667,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.highlight.HighlighterParseElement,elasticsearch-v0.19.0,8,7,1,176,1,24,0,176,176,4,0,1,1,0,0,0,167,7,0,0,0,0,0,0,0,0
org.elasticsearch.search.highlight.SearchContextHighlight,elasticsearch-v0.19.0,1,3,1,97,9,0,0,97,97,1,0,2,2,0,0,0,3,3,0,1,0,0,0,0,0,0
org.elasticsearch.search.highlight.vectorhighlight.SourceScoreOrderFragmentsBuilder,elasticsearch-v0.19.0,9,5,2,22,1,11,0,22,22,2,0,2,2,0,0,0,8,5,0,0,0,0,0,0,0,0
org.elasticsearch.search.highlight.vectorhighlight.SourceSimpleFragmentsBuilder,elasticsearch-v0.19.0,9,6,2,26,2,12,0,26,26,3,0,2,2,1,0,0,9.5,6,0,0,0,0,0,0,0,0
org.elasticsearch.search.internal.ContextIndexSearcher,elasticsearch-v0.19.0,15,33,2,126,8,39,9,126,126,5,0,11,11,0,0.181818182,0,10.18181818,33,0,1,0,0,0,0,0,0
org.elasticsearch.search.internal.InternalScrollSearchRequest,elasticsearch-v0.19.0,6,15,1,37,29,6,0,37,37,2,0,7,7,0,0,0,4.428571429,15,0,3,0,0,0,0,0,0
org.elasticsearch.search.internal.InternalSearchHit,elasticsearch-v0.19.0,28,112,1,561,62,114,833,561,555,14,0,50,48,0,0.28,0,10.875,112,0,32,0,0,0,0,0,0
org.elasticsearch.search.internal.InternalSearchHitField,elasticsearch-v0.19.0,7,26,1,56,4,15,10,56,56,2,0,12,12,0,0.416666667,0,4.166666667,26,0,8,0,0,0,0,0,0
org.elasticsearch.search.internal.InternalSearchHits,elasticsearch-v0.19.0,16,50,1,165,26,46,22,165,165,5,0,20,20,2,0.3,0,6.2,50,0,10,0,0,0,0,0,0
org.elasticsearch.search.internal.InternalSearchRequest,elasticsearch-v0.19.0,10,53,1,165,52,22,191,165,165,14,0,26,26,0,0.038461538,0,5.615384615,53,0,15,0,0,0,0,0,0
org.elasticsearch.search.internal.InternalSearchResponse,elasticsearch-v0.19.0,10,22,1,54,20,7,2,54,54,4,0,9,9,1,0.222222222,0,5.111111111,22,0,4,0,0,0,0,0,0
org.elasticsearch.search.internal.ScopePhase,elasticsearch-v0.19.0,3,3,1,18,18,0,3,18,18,0,0,3,3,0,0,0,1,3,0,3,0,0,0,0,0,0
org.elasticsearch.search.internal.SearchContext,elasticsearch-v0.19.0,40,173,1,384,235,43,3481,384,384,43,0,87,87,0,0.16091954,0,3.873563218,173,0,58,0,0,0,0,0,0
org.elasticsearch.search.lookup.DocLookup,elasticsearch-v0.19.0,15,49,1,105,4,17,201,105,105,6,0,22,22,0,0.227272727,0,4.318181818,49,0,10,0,0,0,0,0,0
org.elasticsearch.search.lookup.FieldLookup,elasticsearch-v0.19.0,5,17,1,63,5,13,0,63,63,6,0,8,8,0,0.125,0,6.625,17,0,6,0,0,0,0,0,0
org.elasticsearch.search.lookup.FieldsLookup,elasticsearch-v0.19.0,11,40,1,95,4,18,126,95,95,5,0,17,17,0,0.117647059,0,5.058823529,40,0,7,0,0,0,0,0,0
org.elasticsearch.search.lookup.SearchLookup,elasticsearch-v0.19.0,5,12,1,39,25,4,0,39,39,4,0,8,8,0,0.5,0,3.875,12,0,4,0,0,0,0,0,0
org.elasticsearch.search.lookup.SourceLookup,elasticsearch-v0.19.0,13,49,1,112,8,31,201,112,112,6,0,22,22,0,0,0,4.636363636,49,0,8,0,0,0,0,0,0
org.elasticsearch.search.query.FilterBinaryParseElement,elasticsearch-v0.19.0,4,2,1,14,2,7,0,14,14,0,0,1,1,0,0,0,10,2,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.FilterParseElement,elasticsearch-v0.19.0,3,2,1,7,1,3,0,7,7,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.FromParseElement,elasticsearch-v0.19.0,4,3,1,14,1,4,0,14,14,0,0,1,1,0,0,0,10,3,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.IndicesBoostParseElement,elasticsearch-v0.19.0,3,4,1,17,2,7,0,17,17,0,0,1,1,0,0,0,12,4,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.MinScoreParseElement,elasticsearch-v0.19.0,3,3,1,10,2,4,0,10,10,0,0,1,1,0,0,0,6,3,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.QueryBinaryParseElement,elasticsearch-v0.19.0,4,2,1,14,2,7,0,14,14,0,0,1,1,0,0,0,10,2,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.QueryParseElement,elasticsearch-v0.19.0,3,2,1,7,1,3,0,7,7,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.QueryPhase,elasticsearch-v0.19.0,18,14,1,133,68,45,0,133,133,1,0,4,4,0,0,0,32,14,0,1,0,0,0,0,0,0
org.elasticsearch.search.query.QueryPhaseExecutionException,elasticsearch-v0.19.0,2,1,2,7,10,0,0,7,7,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.QuerySearchRequest,elasticsearch-v0.19.0,6,10,1,26,32,4,0,26,26,2,0,6,6,0,0,0,3.333333333,10,0,3,0,0,0,0,0,0
org.elasticsearch.search.query.QuerySearchResult,elasticsearch-v0.19.0,10,38,1,93,117,11,122,93,93,7,0,20,20,0,0.05,0,4.1,38,0,10,0,0,0,0,0,0
org.elasticsearch.search.query.QuerySearchResultProvider,elasticsearch-v0.19.0,1,2,1,9,45,0,1,9,9,0,0,2,2,0,0,0,2.5,2,0,2,0,0,0,0,0,0
org.elasticsearch.search.query.ScrollQuerySearchResult,elasticsearch-v0.19.0,7,10,1,27,8,4,0,27,27,2,0,6,6,0,0.166666667,0,3.5,10,0,3,0,0,0,0,0,0
org.elasticsearch.search.query.SizeParseElement,elasticsearch-v0.19.0,4,3,1,14,1,4,0,14,14,0,0,1,1,0,0,0,10,3,0,0,0,0,0,0,0,0
org.elasticsearch.search.query.TimeoutParseElement,elasticsearch-v0.19.0,4,4,1,13,1,6,0,13,13,0,0,1,1,0,0,0,9,4,0,0,0,0,0,0,0,0
org.elasticsearch.search.scan.ScanContext,elasticsearch-v0.19.0,8,5,1,88,3,8,0,88,88,1,0,2,2,0,0.5,0,6.5,5,0,1,0,0,0,0,0,0
org.elasticsearch.search.sort.FieldSortBuilder,elasticsearch-v0.19.0,2,12,2,51,2,4,2,51,51,4,0,5,5,0,0,0,8.4,12,0,0,0,0,0,0,0,0
org.elasticsearch.search.sort.GeoDistanceSortBuilder,elasticsearch-v0.19.0,4,18,2,83,2,8,16,83,83,7,0,8,8,0,0,0,8.875,18,0,0,0,0,0,0,0,0
org.elasticsearch.search.sort.GeoDistanceSortParser,elasticsearch-v0.19.0,9,8,1,93,1,18,1,93,93,0,0,2,2,0,0,0,44.5,8,0,1,0,0,0,0,0,0
org.elasticsearch.search.sort.ScoreSortBuilder,elasticsearch-v0.19.0,2,8,2,24,2,3,1,24,24,1,0,3,3,0,0,0,6,8,0,0,0,0,0,0,0,0
org.elasticsearch.search.sort.ScriptSortBuilder,elasticsearch-v0.19.0,4,14,2,67,2,5,7,67,67,5,0,6,6,0,0,0,9.5,14,0,0,0,0,0,0,0,0
org.elasticsearch.search.sort.ScriptSortParser,elasticsearch-v0.19.0,9,8,1,61,1,11,1,61,61,0,0,2,2,0,0,0,28.5,8,0,1,0,0,0,0,0,0
org.elasticsearch.search.sort.SortBuilder,elasticsearch-v0.19.0,1,2,1,12,48,0,1,12,12,0,4,2,2,0,0,0,4,2,0,0,0,0,0,0,0,0
org.elasticsearch.search.sort.SortBuilders,elasticsearch-v0.19.0,0,8,1,33,8,0,6,33,33,0,0,4,4,0,0,0,7,8,0,1,0,0,0,0,0,0
org.elasticsearch.search.sort.SortParseElement,elasticsearch-v0.19.0,11,20,1,140,1,38,2,140,140,7,0,5,5,2,0,0,25.8,20,0,1,0,0,0,0,0,0
org.elasticsearch.search.sort.SortParser,elasticsearch-v0.19.0,3,3,1,6,10,0,1,6,6,0,0,2,2,0,0,0,1,3,0,1,0,0,0,0,0,0
org.elasticsearch.search.sort.TrackScoresParseElement,elasticsearch-v0.19.0,3,3,1,10,2,4,0,10,10,0,0,1,1,0,0,0,6,3,0,0,0,0,0,0,0,0
org.elasticsearch.threadpool.ThreadPool,elasticsearch-v0.19.0,29,43,2,402,540,62,13,402,402,3,0,14,14,0,0.214285714,0,11.78571429,43,0,8,0,0,0,0,0,0
org.elasticsearch.threadpool.ThreadPoolInfo,elasticsearch-v0.19.0,10,17,1,44,8,11,1,44,44,1,0,7,7,0,0.285714286,0,5.142857143,17,0,2,0,0,0,0,0,0
org.elasticsearch.threadpool.ThreadPoolModule,elasticsearch-v0.19.0,2,2,2,11,8,2,1,11,11,1,0,2,2,0,0,0,3,2,0,1,0,0,0,0,0,0
org.elasticsearch.threadpool.ThreadPoolRejectedException,elasticsearch-v0.19.0,2,3,2,10,1,0,1,10,10,0,0,2,2,0,0,0,3,3,0,2,0,0,0,0,0,0
org.elasticsearch.threadpool.ThreadPoolStats,elasticsearch-v0.19.0,10,17,1,111,11,11,0,111,111,1,0,7,7,0,0.285714286,0,5.142857143,17,0,2,0,0,0,0,0,0
org.elasticsearch.transport.ActionNotFoundTransportException,elasticsearch-v0.19.0,0,4,2,13,2,0,0,13,13,1,0,2,2,0,0,0,3.5,4,0,1,0,0,0,0,0,0
org.elasticsearch.transport.ActionTransportException,elasticsearch-v0.19.0,1,10,2,48,4,4,0,48,48,2,4,6,6,0,0.333333333,0,6.833333333,10,0,2,0,0,0,0,0,0
org.elasticsearch.transport.ActionTransportRequestHandler,elasticsearch-v0.19.0,1,1,1,5,1,0,0,5,5,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
org.elasticsearch.transport.BaseTransportRequestHandler,elasticsearch-v0.19.0,1,0,1,5,63,0,0,5,5,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0
org.elasticsearch.transport.BaseTransportResponseHandler,elasticsearch-v0.19.0,1,0,1,5,34,0,0,5,5,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0
org.elasticsearch.transport.BindTransportException,elasticsearch-v0.19.0,0,2,2,10,4,0,1,10,10,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.transport.ConnectTransportException,elasticsearch-v0.19.0,1,6,2,21,35,2,0,21,21,1,2,5,5,0,0,0,3.2,6,0,1,0,0,0,0,0,0
org.elasticsearch.transport.FailedCommunicationException,elasticsearch-v0.19.0,0,2,2,10,0,0,1,10,10,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.transport.FutureTransportResponseHandler,elasticsearch-v0.19.0,2,4,2,12,4,0,3,12,12,0,0,3,3,0,0,0,2.333333333,4,0,1,0,0,0,0,0,0
org.elasticsearch.transport.NodeDisconnectedException,elasticsearch-v0.19.0,1,3,2,10,1,0,1,10,10,0,0,2,2,0,0,0,3,3,0,1,0,0,0,0,0,0
org.elasticsearch.transport.NodeNotConnectedException,elasticsearch-v0.19.0,1,2,2,11,2,0,1,11,11,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.transport.NotSerializableTransportException,elasticsearch-v0.19.0,0,6,2,19,2,7,3,19,19,0,0,3,3,0,0.333333333,0,5,6,0,1,0,0,0,0,0,0
org.elasticsearch.transport.PlainTransportFuture,elasticsearch-v0.19.0,8,21,2,60,2,13,0,60,60,1,0,8,8,0,0.375,0,6.875,21,0,4,0,0,0,0,0,0
org.elasticsearch.transport.ReceiveTimeoutTransportException,elasticsearch-v0.19.0,1,1,2,7,5,2,0,7,7,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.elasticsearch.transport.RemoteTransportException,elasticsearch-v0.19.0,2,4,2,14,25,0,3,14,14,0,0,3,3,0,0,0,3,4,0,1,0,0,0,0,0,0
org.elasticsearch.transport.ResponseHandlerFailureTransportException,elasticsearch-v0.19.0,0,3,2,11,3,1,1,11,11,0,0,2,2,0,0.5,0,3,3,0,1,0,0,0,0,0,0
org.elasticsearch.transport.ResponseHandlerNotFoundTransportException,elasticsearch-v0.19.0,0,3,2,12,0,0,0,12,12,1,0,2,2,0,0,0,3.5,3,0,1,0,0,0,0,0,0
org.elasticsearch.transport.SendRequestTransportException,elasticsearch-v0.19.0,2,1,2,7,2,2,0,7,7,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
org.elasticsearch.transport.Transport,elasticsearch-v0.19.0,6,18,1,38,1786,0,45,38,38,0,0,10,10,0,0,0,3.4,18,0,2,0,0,0,0,0,0
org.elasticsearch.transport.TransportChannel,elasticsearch-v0.19.0,2,7,1,9,76,0,6,9,9,0,0,4,4,0,0,0,1,7,0,1,0,0,0,0,0,0
org.elasticsearch.transport.TransportConnectionListener,elasticsearch-v0.19.0,1,2,1,6,10,0,1,6,6,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0
org.elasticsearch.transport.TransportException,elasticsearch-v0.19.0,1,2,2,10,173,0,1,10,10,0,8,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.transport.TransportFuture,elasticsearch-v0.19.0,3,8,1,12,14,0,1,12,12,0,0,2,2,0,0,0,4,8,0,1,0,0,0,0,0,0
org.elasticsearch.transport.TransportInfo,elasticsearch-v0.19.0,9,16,1,39,8,10,0,39,39,1,0,8,8,0,0.5,0,3.625,16,0,3,0,0,0,0,0,0
org.elasticsearch.transport.TransportModule,elasticsearch-v0.19.0,9,7,2,24,12,7,0,24,24,1,0,3,3,0,0,0,6.333333333,7,0,2,0,0,0,0,0,0
org.elasticsearch.transport.TransportRequestHandler,elasticsearch-v0.19.0,1,4,1,7,81,0,3,7,7,0,0,3,3,0,0,0,1,4,0,2,0,0,0,0,0,0
org.elasticsearch.transport.TransportRequestOptions,elasticsearch-v0.19.0,1,23,1,59,33,2,27,59,59,5,0,11,11,2,0,0,4.363636364,23,0,7,0,0,0,0,0,0
org.elasticsearch.transport.TransportResponseHandler,elasticsearch-v0.19.0,1,6,1,12,97,0,6,12,12,0,0,4,4,0,0,0,2,6,0,2,0,0,0,0,0,0
org.elasticsearch.transport.TransportResponseOptions,elasticsearch-v0.19.0,0,6,1,16,10,0,1,16,16,2,0,3,3,1,0,0,3.333333333,6,0,2,0,0,0,0,0,0
org.elasticsearch.transport.TransportSerializationException,elasticsearch-v0.19.0,0,2,2,10,4,0,1,10,10,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0
org.elasticsearch.transport.TransportService,elasticsearch-v0.19.0,21,56,2,280,179,47,163,280,280,10,0,27,27,0,0.666666667,0,4.777777778,56,0,8,0,0,0,0,0,0
org.elasticsearch.transport.TransportServiceAdapter,elasticsearch-v0.19.0,1,6,1,10,8,0,15,10,10,0,0,6,6,0,0,0,1,6,0,0,0,0,0,0,0,0
org.elasticsearch.transport.TransportServiceManagement,elasticsearch-v0.19.0,3,7,1,17,1,6,0,17,17,1,0,4,4,0,0.25,0,3,7,0,3,0,0,0,0,0,0
org.elasticsearch.transport.TransportStats,elasticsearch-v0.19.0,8,32,1,87,8,14,18,87,87,5,0,16,16,0,0.5,0,4.375,32,0,11,0,0,0,0,0,0
org.elasticsearch.transport.VoidTransportResponseHandler,elasticsearch-v0.19.0,2,7,1,20,26,0,8,20,20,3,0,5,5,2,0,0,2.6,7,0,2,0,0,0,0,0,0
